year,all
2016,3.3
2017,2.6
1999,3.4
2000,3
2001,2.8
2002,4.0
2003,4.0
2004,3.4
2005,3.4
2006,3.3
2007,3.2
2008,3.2
2009,4.2
2010,3.8
2011,3.6
2012,3.2
2013,2.9
2014,2.8
2015,2.7
