year,all
2016,6.8
2017,6.1
1999,5.6
2000,4.9
2001,4.8
2002,5.4
2003,6.4
2004,5.6
2005,5.3
2006,4.4
2007,3.7
2008,4.4
2009,7.6
2010,8.5
2011,7.4
2012,7.1
2013,7.2
2014,7
2015,6.8
