year,all
2016,6.2
2017,5.1
1999,5.1
2000,5.5
2001,6
2002,6.1
2003,6.6
2004,6.0
2005,6.0
2006,4.6
2007,4.3
2008,5.0
2009,7.1
2010,7.8
2011,7.8
2012,7.1
2013,7
2014,6.4
2015,6.2
