year,all
1999,7.8
2000,7.8
2001,7.8
2002,8.5
2003,8.5
2004,8.5
2005,8.8
2006,8.8
2007,8.8
2008,12.1
2009,12.1
2010,12.1
2011,11.4
2012,11.4
2013,11.4
2014,11.1
2015,11.1
2016,11.1
