year,all
2016,3.7
2017,3.9
1999,3.2
2000,2.6
2001,3.7
2002,5.3
2003,5.8
2004,5.1
2005,4.9
2006,5.1
2007,4.6
2008,5.3
2009,8.4
2010,8.5
2011,7.3
2012,6.7
2013,7
2014,5.8
2015,4.9
