year,all
2016,5.9
2017,4.9
1999,4.3
2000,4.4
2001,5.4
2002,6.5
2003,6.7
2004,6.1
2005,5.6
2006,4.5
2007,5.1
2008,6.6
2009,10
2010,10.2
2011,9.7
2012,8.7
2013,9.1
2014,7
2015,5.9
