year,Jamaica,Rural,KMA,Other Towns,Male,Female,0-11 months,12-23 months,24-35 months,36-47 months,48-59 months
2012, 5.7,4.3,10.7,2.9,5.5,5.9,4.2,9.5,4.2,4.5,5.3
