year,Jamaica,Rural,KMA,Other Towns,Age Group (15-49 years),Age Group (15-49 years),Age Group (15-49 years),Age Group (15-49 years),Age Group (15-49 years),Age Group (15-49 years),Age Group (15-49 years)
2008, 68.2,68.7,67.8,67.9,67.2,71.3,68.1,70,70.4,67.4,56.3
