year,Jamaica,Rural,KMA,Other Towns,Male,Female,Age Group (years) 0-8,Age Group (years) 0-17,Age Group (years) 10-19,Age Group (years) 15-24,Age Group (years) 25-34,Age Group (years) 35-59,Age Group (years) 60
2015,21.2,28.5,14.3,14.7,14,16.6,24.2,26.5,27.8,26.2,18.8,16.3,17.9
