year,all
1999,9.9
2000,9.9
2001,9.9
2002,10.7
2003,10.7
2004,10.7
2005,9.5
2006,9.5
2007,9.5
2008,12.7
2009,12.7
2010,12.7
2011,13.8
2012,13.8
2013,13.8
2014,14.7
2015,14.7
2016,14.7
