year,all
1999,9.9
2000,9.9
2001,9.9
2002,11.0
2003,11.0
2004,11.0
2005,9.9
2006,9.9
2007,9.9
2008,11.6
2009,11.6
2010,11.6
2011,14.6
2012,14.6
2013,14.6
2014,12.7
2015,12.7
2016,12.7
