year,all
2016,5.4
2017,4.3
1999,4.9
2000,3.9
2001,3.9
2002,4.2
2003,4.4
2004,3.8
2005,3.6
2006,3.4
2007,2.9
2008,2.9
2009,6.5
2010,6.6
2011,5.9
2012,5.5
2013,4.6
2014,4.4
2015,4.1
