year,all
1999,12.8
2000,12.8
2001,12.8
2002,14.8
2003,14.8
2004,14.8
2005,14.4
2006,14.4
2007,14.4
2008,18.6
2009,18.6
2010,18.6
2011,21.2
2012,21.2
2013,21.2
2014,17.5
2015,17.5
2016,17.5
