year,all
2016,5.1
2017,4.4
1999,3.4
2000,3
2001,3.8
2002,4.5
2003,5.7
2004,4.9
2005,4.6
2006,3.9
2007,4.4
2008,3.7
2009,6.2
2010,7.2
2011,6.2
2012,5.1
2013,5.6
2014,4.5
2015,4.3
