year,all
1999,12.9
2000,12.9
2001,12.9
2002,15.2
2003,15.2
2004,15.2
2005,13.0
2006,13.0
2007,13.0
2008,16.4
2009,16.4
2010,16.4
2011,15.5
2012,15.5
2013,15.5
2014,15.2
2015,15.2
2016,15.2
