year,all
2016,4.9
2017,4.1
1999,5.7
2000,4.9
2001,6.3
2002,7.5
2003,8.2
2004,7.6
2005,6.0
2006,5.4
2007,5.2
2008,6.4
2009,11.5
2010,11
2011,9.4
2012,8.9
2013,7.9
2014,7.1
2015,5.7
