year,all
2016,4.2
2017,3.6
1999,3.0
2000,3.7
2001,4.3
2002,5.1
2003,5.4
2004,5.5
2005,5.1
2006,4.4
2007,4.1
2008,4.5
2009,6.8
2010,7.4
2011,6.7
2012,5.6
2013,5.6
2014,4.6
2015,4.3
