year,all
1999,10.1
2000,10.1
2001,10.1
2002,8.5
2003,8.5
2004,8.5
2005,10.4
2006,10.4
2007,10.4
2008,14.7
2009,14.7
2010,14.7
2011,16.2
2012,16.2
2013,16.2
2014,12.1
2015,12.1
2016,12.1
