year,all
2016,2.8
2017,2.8
1999,2.7
2000,2.8
2001,3.5
2002,4.7
2003,4.3
2004,3.7
2005,3.7
2006,3.4
2007,3.6
2008,3.8
2009,6.4
2010,5.9
2011,5.4
2012,5.6
2013,5.2
2014,4.2
2015,3.4
