year,all
1999,13.1
2000,13.1
2001,13.1
2002,15.8
2003,15.8
2004,15.8
2005,17.4
2006,17.4
2007,17.4
2008,19.4
2009,19.4
2010,19.4
2011,21.1
2012,21.1
2013,21.1
2014,18.7
2015,18.7
2016,18.7
