year,all
2016,4.3
2017,4.8
1999,3.5
2000,4
2001,3.5
2002,4.2
2003,4.4
2004,3.9
2005,4.3
2006,3.5
2007,3.5
2008,5.0
2009,8.5
2010,8.5
2011,7.5
2012,7.2
2013,7
2014,5.8
2015,5
