year,all
2016,4.9
2017,5.0
1999,4.3
2000,4.1
2001,4.3
2002,5.7
2003,6.1
2004,6.3
2005,6.0
2006,5.4
2007,5.6
2008,6.5
2009,10.3
2010,10.1
2011,8.7
2012,7.2
2013,7.6
2014,5.6
2015,4.9
