year,all
2016,5.5
2017,4.6
1999,4.7
2000,5.2
2001,6.4
2002,7.3
2003,7.5
2004,6.2
2005,5.6
2006,5
2007,4.6
2008,5.3
2009,9
2010,10.2
2011,9.4
2012,8.3
2013,7
2014,6.3
2015,5.6
