year,all
2016,4.6
2017,4.3
1999,4.6
2000,4.2
2001,4.9
2002,6.3
2003,6.8
2004,6.0
2005,5.4
2006,4.8
2007,4.3
2008,4.8
2009,7.5
2010,8
2011,7.8
2012,6.7
2013,6.3
2014,5
2015,4.4
