year,all
2016,4.1
2017,3.7
1999,2.8
2000,2.2
2001,3.5
2002,4.1
2003,4.1
2004,3.9
2005,3.5
2006,3.1
2007,3.1
2008,4.0
2009,6.6
2010,7.5
2011,6.5
2012,6
2013,5.6
2014,5.2
2015,4.5
