year,all
2016,5.0
2017,4.5
1999,3.2
2000,3.6
2001,5.5
2002,6.7
2003,6.5
2004,5.4
2005,5.2
2006,4.7
2007,4.5
2008,6.4
2009,10.4
2010,10.5
2011,10.5
2012,9.2
2013,7.9
2014,6.2
2015,5.9
