year,all
2016,4.4
2017,3.8
1999,3.4
2000,3.5
2001,4.7
2002,5.5
2003,5.6
2004,5.7
2005,5.5
2006,4.8
2007,5.0
2008,6.1
2009,9.4
2010,9.5
2011,8.4
2012,6.9
2013,6.6
2014,6.4
2015,5
