year,all
2016,4.1
2017,3.2
1999,3.0
2000,3.5
2001,4.6
2002,5.5
2003,5.6
2004,5.0
2005,4.7
2006,4.8
2007,5.0
2008,4.7
2009,8.4
2010,8.7
2011,7.8
2012,7.1
2013,6.7
2014,5.6
2015,4.6
