year,all
2016,3.9
2017,3.2
1999,2.5
2000,2.6
2001,3.3
2002,4.0
2003,4.5
2004,4.6
2005,4.5
2006,3.6
2007,3.7
2008,4.0
2009,6.3
2010,6.1
2011,5.8
2012,5.1
2013,4.7
2014,4.6
2015,3.6
