year,all
2016,4.9
2017,5.2
1999,4.5
2000,4.1
2001,5.5
2002,5.6
2003,6.2
2004,5.2
2005,6.2
2006,5.6
2007,5.4
2008,6.3
2009,10.6
2010,10.3
2011,9.5
2012,8
2013,8.1
2014,6.5
2015,5.4
