year,all
2016,6.6
2017,7.7
1999,6.4
2000,6.6
2001,6.3
2002,7.7
2003,8.0
2004,7.5
2005,6.7
2006,6.9
2007,6.2
2008,6.8
2009,7.9
2010,8
2011,7.6
2012,7.4
2013,6.6
2014,7.1
2015,6.7
