year,all
2016,4.2
2017,4.0
1999,5.2
2000,4.9
2001,4.6
2002,4.6
2003,4.7
2004,4.9
2005,4.4
2006,3.6
2007,3.6
2008,5.2
2009,7.1
2010,7.7
2011,7.3
2012,6.1
2013,5.5
2014,4.6
2015,4.1
